rgbFogoR,rgbFogoG,rgbFogoB,rgbFumacaR,rgbFumacaG,rgbFumacaB,qtdMovimentoFogo,qtdMovimentoFumaca,tamanhoFogo,tamamnhoFumaca,quantidadeFogo
199,203,213,193,192,195,81,1158,707,33978,50
213,214,214,192,191,194,19,368,727,35114,50
214,214,214,192,191,194,8,194,699,34172,50
211,211,211,193,192,194,151,1220,878,36334,50
40,7,0,40,7,0,74,0,13419,0,0
10,0,2,40,7,0,146,0,13436,0,0
38,7,7,40,7,0,96,0,13323,0,0
30,4,2,40,7,0,24,0,13460,0,0
